timestamp,open,high,low,close,volume
2025-11-13,274.1100,276.6990,272.0900,272.9500,46572303
2025-11-12,275.0000,275.7300,271.7000,273.4700,48397982
2025-11-11,269.8100,275.9100,269.8000,275.2500,46208318
2025-11-10,268.9600,273.7300,267.4550,269.4300,41312412
2025-11-07,269.7950,272.2900,266.7700,268.4700,48227365
2025-11-06,267.8900,273.4000,267.8900,269.7700,51204045
2025-11-05,268.6100,271.7000,266.9300,270.1400,42586288
2025-11-04,268.3250,271.4860,267.6150,270.0400,49274846
2025-11-03,270.4200,270.8500,266.2500,269.0500,50194583
2025-10-31,276.9900,277.3200,269.1600,270.3700,86167123
2025-10-30,271.9900,274.1400,268.4800,271.4000,69886534
2025-10-29,269.2750,271.4100,267.1100,269.7000,51086742
2025-10-28,268.9850,269.8900,268.1500,269.0000,41534759
2025-10-27,264.8800,269.1200,264.6501,268.8100,44888152
2025-10-24,261.1900,264.1300,259.1800,262.8200,38253717
2025-10-23,259.9400,260.6200,258.0101,259.5800,32754941
2025-10-22,262.6500,262.8500,255.4300,258.4500,45015254
2025-10-21,261.8800,265.2900,261.8300,262.7700,46695948
2025-10-20,255.8850,264.3750,255.6300,262.2400,90483029
2025-10-17,248.0200,253.3800,247.2700,252.2900,49146961
2025-10-16,248.2500,249.0400,245.1300,247.4500,39776974
2025-10-15,249.4850,251.8200,247.4700,249.3400,33893611
2025-10-14,246.6000,248.8450,244.7000,247.7700,35477986
2025-10-13,249.3800,249.6900,245.5600,247.6600,38142942
2025-10-10,254.9400,256.3800,244.0000,245.2700,61999098
2025-10-09,257.8050,258.0000,253.1400,254.0400,38322012
2025-10-08,256.5200,258.5200,256.1100,258.0600,36496895
2025-10-07,256.8050,257.4000,255.4300,256.4800,31955776
2025-10-06,257.9900,259.0700,255.0500,256.6900,44664118
2025-10-03,254.6650,259.2400,253.9500,258.0200,49155614
2025-10-02,256.5750,258.1800,254.1500,257.1300,42630239
2025-10-01,255.0400,258.7900,254.9300,255.4500,48713940
2025-09-30,254.8550,255.9190,253.1100,254.6300,37704259
2025-09-29,254.5600,255.0000,253.0100,254.4300,40127687
2025-09-26,254.0950,257.6000,253.7800,255.4600,46076258
2025-09-25,253.2050,257.1700,251.7120,256.8700,55202075
2025-09-24,255.2200,255.7400,251.0400,252.3100,42303710
2025-09-23,255.8750,257.3400,253.5800,254.4300,60275187
2025-09-22,248.3000,256.6400,248.1200,256.0800,105517416
2025-09-19,241.2250,246.3000,240.2106,245.5000,163741314
2025-09-18,239.9700,241.2000,236.6500,237.8800,44249576
2025-09-17,238.9700,240.1000,237.7301,238.9900,46508017
2025-09-16,237.1750,241.2200,236.3235,238.1500,63421099
2025-09-15,237.0000,238.1900,235.0300,236.7000,42699524
2025-09-12,229.2200,234.5100,229.0200,234.0700,55824216
2025-09-11,226.8750,230.4500,226.6500,230.0300,50208578
2025-09-10,232.1850,232.4200,225.9500,226.7900,83440810
2025-09-09,237.0000,238.7805,233.3600,234.3500,66313918
2025-09-08,239.3000,240.1500,236.3400,237.8800,48999495
2025-09-05,239.9950,241.3200,238.4901,239.6900,54870397
2025-09-04,238.4500,239.8999,236.7400,239.7800,47549429
2025-09-03,237.2100,238.8500,234.3600,238.4700,66061716
2025-09-02,229.2500,230.8500,226.9700,229.7200,44075638
2025-08-29,232.5100,233.3800,231.3700,232.1400,39418437
2025-08-28,230.8200,233.4100,229.3350,232.5600,38074700
2025-08-27,228.6100,230.9000,228.2600,230.4900,31259513
2025-08-26,226.8700,229.4900,224.6900,229.3100,54575107
2025-08-25,226.4800,229.3000,226.2300,227.1600,30983133
2025-08-22,226.1700,229.0900,225.4100,227.7600,42477811
2025-08-21,226.2700,226.5200,223.7804,224.9000,30621249
2025-08-20,229.9800,230.4700,225.7700,226.0100,42263865
2025-08-19,231.2750,232.8700,229.3500,230.5600,39402564
2025-08-18,231.7000,233.1200,230.1100,230.8900,37476188
2025-08-15,234.0000,234.2800,229.3350,231.5900,56038657
2025-08-14,234.0550,235.1200,230.8500,232.7800,51916275
2025-08-13,231.0700,235.0000,230.4300,233.3300,69878546
2025-08-12,228.0050,230.8000,227.0700,229.6500,55672301
2025-08-11,227.9200,229.5600,224.7600,227.1800,61806132
2025-08-08,220.8300,231.0000,219.2500,229.3500,113853967
2025-08-07,218.8750,220.8500,216.5800,220.0300,90224834
2025-08-06,205.6300,215.3800,205.5900,213.2500,108483103
2025-08-05,203.4000,205.3400,202.1600,202.9200,44155079
2025-08-04,204.5050,207.8800,201.6750,203.3500,75109298
2025-08-01,210.8650,213.5800,201.5000,202.3800,104434473
2025-07-31,208.4900,209.8400,207.1600,207.5700,80698431
2025-07-30,211.8950,212.3900,207.7200,209.0500,45512514
2025-07-29,214.1750,214.8100,210.8200,211.2700,51411723
2025-07-28,214.0300,214.8450,213.0600,214.0500,37858017
2025-07-25,214.7000,215.2400,213.4000,213.8800,40268781
2025-07-24,213.9000,215.6900,213.5300,213.7600,46022620
2025-07-23,215.0000,215.1500,212.4100,214.1500,46989301
2025-07-22,213.1400,214.9500,212.2301,214.4000,46404072
2025-07-21,212.1000,215.7800,211.6300,212.4800,51377434
2025-07-18,210.8700,211.7900,209.7045,211.1800,48974591
2025-07-17,210.5700,211.8000,209.5900,210.0200,48068141
2025-07-16,210.2950,212.4000,208.6400,210.1600,47490532
2025-07-15,209.2200,211.8900,208.9200,209.1100,42296339
2025-07-14,209.9250,210.9100,207.5400,208.6200,38840111
2025-07-11,210.5650,212.1300,209.8600,211.1600,39765812
2025-07-10,210.5050,213.4800,210.0300,212.4100,44443635
2025-07-09,209.5300,211.3300,207.2200,211.1400,48749367
2025-07-08,210.1000,211.4300,208.4500,210.0100,42848928
2025-07-07,212.6800,216.2300,208.8000,209.9500,50228984
2025-07-03,212.1450,214.6500,211.8101,213.5500,34955836
2025-07-02,208.9100,213.3400,208.1400,212.4400,67941811
2025-07-01,206.6650,210.1865,206.1401,207.8200,78788867
2025-06-30,202.0100,207.3900,199.2607,205.1700,91912816
2025-06-27,201.8900,203.2200,200.0000,201.0800,73188571
2025-06-26,201.4300,202.6400,199.4600,201.0000,50799121
2025-06-25,201.4500,203.6700,200.6201,201.5600,39525730
